Date,ftse
23/05/2018,7788.44
22/05/2018,7877.45
21/05/2018,7859.17
18/05/2018,7778.79
17/05/2018,7787.97
16/05/2018,7734.2
15/05/2018,7722.98
14/05/2018,7710.98
11/5/2018,7724.55
10/5/2018,7700.97
9/5/2018,7662.52
8/5/2018,7565.75
4/5/2018,7567.14
3/5/2018,7502.69
2/5/2018,7543.2
1/5/2018,7520.36
30/04/2018,7509.3
27/04/2018,7502.21
26/04/2018,7421.43
25/04/2018,7379.32
24/04/2018,7425.4
23/04/2018,7398.87
20/04/2018,7368.17
19/04/2018,7328.92
18/04/2018,7317.34
17/04/2018,7226.05
16/04/2018,7198.2
13/04/2018,7264.56
12/4/2018,7258.34
11/4/2018,7257.14
10/4/2018,7266.75
9/4/2018,7194.75
6/4/2018,7183.64
5/4/2018,7199.5
4/4/2018,7034.01
3/4/2018,7030.46
29/03/2018,7056.61
28/03/2018,7044.74
27/03/2018,7000.14
26/03/2018,6888.69
23/03/2018,6921.94
22/03/2018,6952.59
21/03/2018,7038.97
20/03/2018,7061.27
19/03/2018,7042.93
16/03/2018,7164.14
15/03/2018,7139.76
14/03/2018,7132.69
13/03/2018,7138.78
12/3/2018,7214.76
9/3/2018,7224.51
8/3/2018,7203.24
7/3/2018,7157.84
6/3/2018,7146.75
5/3/2018,7115.98
2/3/2018,7069.9
1/3/2018,7175.64
28/02/2018,7231.91
27/02/2018,7282.45
26/02/2018,7289.58
23/02/2018,7244.41
22/02/2018,7252.39
21/02/2018,7281.57
20/02/2018,7246.77
19/02/2018,7247.66
16/02/2018,7294.7
15/02/2018,7234.81
14/02/2018,7213.97
13/02/2018,7168.01
12/2/2018,7177.06
9/2/2018,7092.43
8/2/2018,7170.69
7/2/2018,7279.42
6/2/2018,7141.4
5/2/2018,7334.98
2/2/2018,7443.43
1/2/2018,7490.39
31/01/2018,7533.55
30/01/2018,7587.98
29/01/2018,7671.53
26/01/2018,7665.54
25/01/2018,7615.84
24/01/2018,7643.43
23/01/2018,7731.83
22/01/2018,7715.44
19/01/2018,7730.79
18/01/2018,7700.96
17/01/2018,7725.43
16/01/2018,7755.93
15/01/2018,7769.14
12/1/2018,7778.64
11/1/2018,7762.94
10/1/2018,7748.51
9/1/2018,7731.02
8/1/2018,7696.51
5/1/2018,7724.22
4/1/2018,7695.88
3/1/2018,7671.11
2/1/2018,7648.1
29/12/2017,7687.77
